id,plan_row_id,plan_id,plan_version,cited_scenario_id,plan_created_ms,condition,side,plan_session,entry_ct,entry_time,exit_time,hour,cme_day,hold_min,pnl_corrected,fee,entry_quantity,source,path,thesis,confirm_rule,era,entry_price,exit_price,entry_order_id,exit_order_id,close_reason,broker_signal,broker_stop_initial,broker_target_initial,realized_R,risk_reason,broker_stop_ref,broker_entry_ref,rv60_bps,vol_tercile,rv_reason,rv_bar_ids,machine_regime,machine_fact_id,regime_asof_sensitivity,regime_asof_fact_id,bias_label,day_type,mae,mfe,authored_RR,proxy_reached_authored_target
521,31,2026-08-19:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787127620739,reject,SHORT,LONDON,2026-08-19T03:22:03.941000-05:00,1787127723941,1787132616909,3,2026-08-18,81.54946666666666,138.0,0.0,1.0,system,decision,range_rejection,,pre_0B,29623.5,29554.5,<nil>,1155bb01-4607-4592-9dce-e3cd0b143718,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,,UNMEASURABLE,missing/conflicting 1m bar in 61-close pre-entry window,,UNMEASURABLE,,UNMEASURABLE,,,balance,16.0,71.25,,
522,31,2026-08-19:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S3,1787127620739,acceptance,SHORT,LONDON,2026-08-19T07:17:31.173000-05:00,1787141851173,1787142784995,7,2026-08-18,15.5637,-60.5,0.0,1.0,system,decision,continuation_candidate,,pre_0B,29558.25,29588.5,<nil>,31fa7391-4f66-49dc-a189-bfb82bb92223,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,,UNMEASURABLE,missing/conflicting 1m bar in 61-close pre-entry window,,UNMEASURABLE,,UNMEASURABLE,,,balance,49.25,10.25,,
523,33,2026-08-19:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1787148248963,reject,SHORT,NY,2026-08-19T09:06:52.409000-05:00,1787148412409,1787148669853,9,2026-08-18,4.290733333333334,118.0,0.0,1.0,system,decision,range_rejection,,pre_0B,29466.5,29407.5,<nil>,cfd6d2f8-1caf-48e8-94a0-ca4fe4b43dfb,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,,UNMEASURABLE,missing/conflicting 1m bar in 61-close pre-entry window,,UNMEASURABLE,,UNMEASURABLE,,,balance,11.5,79.5,,
524,34,2026-08-19:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787151067657,reject,SHORT,NY,2026-08-19T11:18:15.776000-05:00,1787156295776,1787160091498,11,2026-08-18,63.262033333333335,273.5,0.0,1.0,system,decision,range_rejection,,pre_0B,29650.75,29514.0,<nil>,07ab6d26-e856-4d24-85b8-e6ffbd29363a,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,23.31396495267348,mid,61 consecutive closed 1m closes; no future bars,"421602,421603,421604,421605,421606,421607,421608,421609,421610,421611,421612,421613,421614,421615,421616,421617,421618,421619,421620,421621,421622,421623,421624,421625,421626,421627,421628,421629,421630,421631,421632,421633,421634,421635,421636,421637,421638,421639,421640,421641,421642,421643,421644,421645,421646,421647,421648,421649,421650,421651,421652,421653,421654,421655,421656,421657,421658,421659,421660,421661,421662",UNMEASURABLE,,UNMEASURABLE,,,balance (short-lean pullback),16.5,137.5,,
525,35,2026-08-19:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S1,1787176961871,reclaim,LONG,ASIA,2026-08-19T18:22:04.764000-05:00,1787181724764,1787183980456,18,2026-08-19,37.59486666666667,-43.0,0.0,1.0,system,decision,continuation_candidate,,pre_0B,29647.0,29625.5,<nil>,7a497c53-6bb9-487f-99ef-5dffbc62cb48,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,18.338002164706182,mid,61 consecutive closed 1m closes; no future bars,"421967,421968,421969,421970,421971,421972,421973,421974,421975,421976,421977,421978,421979,421980,421981,421982,421983,421984,421985,421986,421987,421988,421989,421990,421991,421992,421993,421994,421995,421996,421997,421998,421999,422000,422001,422002,422003,422004,422005,422006,422007,422008,422009,422010,422011,422012,422013,422014,422015,422016,422017,422018,422019,422020,422021,422022,422023,422024,422025,422026,422027",UNMEASURABLE,,UNMEASURABLE,,,balance,21.75,19.75,,
526,38,2026-08-19:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,1787186850128,acceptance,SHORT,ASIA,2026-08-19T20:28:22.092000-05:00,1787189302092,1787192187436,20,2026-08-19,48.08906666666667,-69.42857199999708,0.0,1.0,system,decision,continuation_candidate,,pre_0B,29626.25,29660.964286,<nil>,Close,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,20.012714731156905,mid,61 consecutive closed 1m closes; no future bars,"422093,422094,422095,422096,422097,422098,422099,422100,422101,422102,422103,422104,422105,422106,422107,422108,422109,422110,422111,422112,422113,422114,422115,422116,422117,422118,422119,422120,422121,422122,422123,422124,422125,422126,422127,422128,422129,422130,422131,422132,422133,422134,422135,422136,422137,422138,422139,422140,422141,422142,422143,422144,422145,422146,422147,422148,422149,422150,422151,422152,422153",UNMEASURABLE,,UNMEASURABLE,,,balance,57.5,2.75,,
527,38,2026-08-19:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,4,S2,1787186850128,acceptance,SHORT,ASIA,2026-08-19T22:37:28.862000-05:00,1787197048862,1787198834030,22,2026-08-19,29.7528,-88.0,0.0,1.0,system,decision,continuation_candidate,,pre_0B,29604.5,29648.5,<nil>,5721a277-5c69-4b8e-b323-1011ff072beb,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,18.157493142624844,mid,61 consecutive closed 1m closes; no future bars,"422222,422223,422224,422225,422226,422227,422228,422229,422230,422231,422232,422233,422234,422235,422236,422237,422238,422239,422240,422241,422242,422243,422244,422245,422246,422247,422248,422249,422250,422251,422252,422253,422254,422255,422256,422257,422258,422259,422260,422261,422262,422263,422264,422265,422266,422267,422268,422269,422270,422271,422272,422273,422274,422275,422276,422277,422278,422279,422280,422281,422282",UNMEASURABLE,,UNMEASURABLE,,,balance,44.25,5.0,,
528,40,2026-08-20:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1787214142600,breakout_retest,SHORT,LONDON,2026-08-20T03:26:31.412000-05:00,1787214391412,1787220704886,3,2026-08-19,105.22456666666666,-97.5,0.0,1.0,system,decision,continuation_candidate,1x5m_close,pre_0B,29503.25,29552.0,<nil>,9a273bb2-a526-45af-8741-08c9e8a81ff7,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,22.428031272032577,mid,61 consecutive closed 1m closes; no future bars,"422511,422512,422513,422514,422515,422516,422517,422518,422519,422520,422521,422522,422523,422524,422525,422526,422527,422528,422529,422530,422531,422532,422533,422534,422535,422536,422537,422538,422539,422540,422541,422542,422543,422544,422545,422546,422547,422548,422549,422550,422551,422552,422553,422554,422555,422556,422557,422558,422559,422560,422561,422562,422563,422564,422565,422566,422567,422568,422569,422570,422571",UNMEASURABLE,,UNMEASURABLE,,,trend_down,49.0,48.0,,
529,40,2026-08-20:LONDON:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,1787214142600,reject,SHORT,LONDON,2026-08-20T05:26:33.307000-05:00,1787221593307,1787224917648,5,2026-08-19,55.405683333333336,168.0,0.0,1.0,system,decision,range_rejection,2x5m_close,pre_0B,29539.25,29455.25,<nil>,f9990e3a-206b-4160-9285-ea84d02f3d85,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,17.19406969298227,mid,61 consecutive closed 1m closes; no future bars,"422631,422632,422633,422634,422635,422636,422637,422638,422639,422640,422641,422642,422643,422644,422645,422646,422647,422648,422649,422650,422651,422652,422653,422654,422655,422656,422657,422658,422659,422660,422661,422662,422663,422664,422665,422666,422667,422668,422669,422670,422671,422672,422673,422674,422675,422676,422677,422678,422679,422680,422681,422682,422683,422684,422685,422686,422687,422688,422689,422690,422691",UNMEASURABLE,,UNMEASURABLE,,,trend_down,43.75,91.0,,
531,41,2026-08-20:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S3,1787232489531,reclaim,LONG,NY,2026-08-20T08:41:37.689000-05:00,1787233297689,1787233704110,8,2026-08-19,6.7736833333333335,-147.5,0.0,1.0,system,decision,continuation_candidate,15m_close,pre_0B,29443.75,29370.0,<nil>,16b59a18-5678-4222-b652-489ac2dd8635,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,38.25355499564921,high,61 consecutive closed 1m closes; no future bars,"422826,422827,422828,422829,422830,422831,422832,422833,422834,422835,422836,422837,422838,422839,422840,422841,422842,422843,422844,422845,422846,422847,422848,422849,422850,422851,422852,422853,422854,422855,422856,422857,422858,422859,422860,422861,422862,422863,422864,422865,422866,422867,422868,422869,422870,422871,422872,422873,422874,422875,422876,422877,422878,422879,422880,422881,422882,422883,422884,422885,422886",UNMEASURABLE,,UNMEASURABLE,,,balance,75.0,16.25,,
532,42,2026-08-20:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1787233672571,acceptance,SHORT,NY,2026-08-20T09:41:57.055000-05:00,1787236917055,1787249147278,9,2026-08-19,203.83705,311.0,0.0,1.0,system,decision,continuation_candidate,2x5m_close,pre_0B,29395.75,29240.25,<nil>,636c6b42-ad27-421f-ae00-a9b207cd1837,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,55.69481381911743,high,61 consecutive closed 1m closes; no future bars,"422886,422887,422888,422889,422890,422891,422892,422893,422894,422895,422896,422897,422898,422899,422900,422901,422902,422903,422904,422905,422906,422907,422908,422909,422910,422911,422912,422913,422914,422915,422916,422917,422918,422919,422920,422921,422922,422923,422924,422925,422926,422927,422928,422929,422930,422931,422932,422933,422934,422935,422936,422937,422938,422939,422940,422941,422942,422943,422944,422945,422946",UNMEASURABLE,,UNMEASURABLE,,,trend,61.5,156.75,,
533,43,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,1,S2,1787263444018,reject,SHORT,ASIA,2026-08-20T17:59:18.375000-05:00,1787266758375,1787271163275,17,2026-08-20,73.415,-54.5,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29322.25,29349.5,<nil>,2c6ee3e0-c6d7-468f-b603-8a932278e82a,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,,UNMEASURABLE,missing/conflicting 1m bar in 61-close pre-entry window,,UNMEASURABLE,,UNMEASURABLE,,,trend,30.25,36.0,,
534,44,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S2,1787271585447,breakout_retest,SHORT,ASIA,2026-08-20T19:22:28.349000-05:00,1787271748349,1787276995308,19,2026-08-20,87.44931666666666,-66.0,0.0,1.0,system,decision,continuation_candidate,1x5m_close,pre_0B,29332.25,29365.25,<nil>,bc4ac949-e138-4747-9b1a-49387c16e004,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,20.01914761048847,mid,61 consecutive closed 1m closes; no future bars,"423408,423409,423410,423411,423412,423413,423414,423415,423416,423417,423418,423419,423420,423421,423422,423423,423424,423425,423426,423427,423428,423429,423430,423431,423432,423433,423434,423435,423436,423437,423438,423439,423440,423441,423442,423443,423444,423445,423446,423447,423448,423449,423450,423451,423452,423453,423454,423455,423456,423457,423458,423459,423460,423461,423462,423463,423464,423465,423466,423467,423468",UNMEASURABLE,,UNMEASURABLE,,,trend-down,36.75,40.5,,
535,44,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,2,S1,1787271585447,reject,SHORT,ASIA,2026-08-20T21:08:43.499000-05:00,1787278123499,1787278857194,21,2026-08-20,12.22825,-31.0,0.0,1.0,system,decision,range_rejection,1x5m_close,pre_0B,29360.75,29376.25,<nil>,abfc78b9-a9d1-4231-8a82-e8f8d233744e,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,19.006480732916188,mid,61 consecutive closed 1m closes; no future bars,"423514,423515,423516,423517,423518,423519,423520,423521,423522,423523,423524,423525,423526,423527,423528,423529,423530,423531,423532,423533,423534,423535,423536,423537,423538,423539,423540,423541,423542,423543,423544,423545,423546,423547,423548,423549,423550,423551,423552,423553,423554,423555,423556,423557,423558,423559,423560,423561,423562,423563,423564,423565,423566,423567,423568,423569,423570,423571,423572,423573,423574",UNMEASURABLE,,UNMEASURABLE,,,trend-down,17.75,7.0,,
536,45,2026-08-20:ASIA:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265,3,S1,1787279620408,reject,SHORT,ASIA,2026-08-20T21:36:19.762000-05:00,1787279779762,1787286454106,21,2026-08-20,111.23906666666667,124.0,0.0,1.0,system,decision,range_rejection,2x5m_close,pre_0B,29393.0,29331.0,<nil>,5b01c26b-0415-491f-9019-84b1b8f2d8b2,sync,,,,,no immutable entry/OCO/initial accepted stop linkage,,,14.026096233356201,low,61 consecutive closed 1m closes; no future bars,"423542,423543,423544,423545,423546,423547,423548,423549,423550,423551,423552,423553,423554,423555,423556,423557,423558,423559,423560,423561,423562,423563,423564,423565,423566,423567,423568,423569,423570,423571,423572,423573,423574,423575,423576,423577,423578,423579,423580,423581,423582,423583,423584,423585,423586,423587,423588,423589,423590,423591,423592,423593,423594,423595,423596,423597,423598,423599,423600,423601,423602",UNMEASURABLE,,UNMEASURABLE,,,trend-down,6.75,62.25,,
